id,encuestador,archivo_origen,pregunta_num,pregunta_origen,texto,num_palabras,etiqueta,pos_score,neg_score,evidencia_pos,evidencia_neg
texto_0460,jorge,Jorge_Gomez_Estudiante_51.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me la paso bien en la escuela y descanso en mi casa,12,placentero,1,0,bien,
texto_0461,jorge,Jorge_Gomez_Estudiante_52.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",En la escuela me divierto y en casa me aburro,10,desagradable,0,1,,aburro
texto_0462,jorge,Jorge_Gomez_Estudiante_53.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",siento que el tiempo que tengo para mi es muy bueno ya que el tiempo libre me alcanza tanto para hacer tareas y compartir con mi familia,27,placentero,1,0,bueno,
texto_0463,jorge,Jorge_Gomez_Estudiante_54.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien porque aprendo en la escuela comparto con mis compañeros y aún me queda tiempo para descansar en casa en mi tiempo libre,25,placentero,2,0,"bien, aprendo",
texto_0464,jorge,Jorge_Gomez_Estudiante_55.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siento que paso mucho tiempo en la escuela y cuando llego a la casa ya estoy cansada A veces sí me queda un poco de tiempo libre pero casi siempre lo uso para hacer tareas o estudiar Me gustaría tener un poco más de tiempo para descansar y hacer cosas que me gustan,53,desagradable,0,5,,"me gustaría, cansada, poco, poco"
texto_0465,jorge,Jorge_Gomez_Estudiante_56.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",En la casa solo es estrés y soledad y en el colegio puedo distraerme y olvidar un poco de eso,20,desagradable,0,2,,"estrés, poco"
texto_0466,jorge,Jorge_Gomez_Estudiante_57.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Durante el tiempo en al escuela me siento entretenida y siento que estoy utilizando mis capacidades cognitivas a máximo pero también me entretengo con mis compañeras En casa me siento más relajada y estresada cundo pienso en las tareas que hacer,41,mixto,1,1,relajada,estresada
texto_0467,jorge,Jorge_Gomez_Estudiante_58.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Pues normal siento q deberiamos dar mas horas de clases,10,desagradable,0,2,,deberiamos dar
texto_0468,jorge,Jorge_Gomez_Estudiante_59.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien al cumplir con mis responsabilidades,8,placentero,2,0,"bien, cumplir",
texto_0470,jorge,Jorge_Gomez_Estudiante_60.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siento q deberiamos dar mas horas de clases,8,desagradable,0,2,,deberiamos dar
texto_0471,jorge,Jorge_Gomez_Estudiante_61.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien en la escuela porque aprendo y comparto con mis compañeros pero a veces siento que me queda poco tiempo libre en casa para descansar hacer actividades que me gustan y pasar tiempo con mi familia.,38,mixto,2,1,"bien, aprendo",poco
texto_0472,jorge,Jorge_Gomez_Estudiante_62.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento muy bien,4,placentero,1,0,bien,
texto_0473,jorge,Jorge_Gomez_Estudiante_63.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Bastante normal tampoco es algo que se pueda cambiar así que por mi está bien me rinde lo necesario,19,placentero,2,0,"bien, necesario",
texto_0474,jorge,Jorge_Gomez_Estudiante_64.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siento que no me queda tiempo para descansar,8,desagradable,0,2,,no me queda
texto_0475,jorge,Jorge_Gomez_Estudiante_65.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siento un equilibrio constante en el cual me da tiempo de hacer varias cosas en mi tiempo libre y estudiantil,20,placentero,1,0,equilibrio,
texto_0476,jorge,Jorge_Gomez_Estudiante_66.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Un equilibrio en el cual no siento que lo personal se mezcle con lo estudiantil,15,placentero,1,0,equilibrio,
texto_0477,jorge,Jorge_Gomez_Estudiante_67.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Bien,1,placentero,1,0,bien,
texto_0478,jorge,Jorge_Gomez_Estudiante_68.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien con el tiempo que paso en la escuela aunque a veces me gustaría tener más tiempo libre en casa para descansar y hacer otras actividades,28,mixto,1,2,bien,me gustaría
texto_0479,jorge,Jorge_Gomez_Estudiante_69.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siento que paso mucho tiempo en la escuela y me queda poco tiempo libre en casa,16,desagradable,0,1,,poco
texto_0480,jorge,Jorge_Gomez_Estudiante_7.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Bien,1,placentero,1,0,bien,
texto_0482,jorge,Jorge_Gomez_Estudiante_71.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Pues en el colegio me esfuerzo en aprender y en la casa hago un poco de taread y luego de descanso me siento un poco agotado,26,mixto,1,3,aprender,"poco, poco, agotado"
texto_0483,jorge,Jorge_Gomez_Estudiante_72.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me he sentido bien,4,placentero,1,0,bien,
texto_0484,jorge,Jorge_Gomez_Estudiante_73.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",bien ya que la salida hace que nosotros tengamos tiempo para descasar y hacer tarea,15,placentero,1,0,bien,
texto_0485,jorge,Jorge_Gomez_Estudiante_74.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)","El tiempo que pasó en la escuela me parece bien, pero en ocasiones siento que mi tiempo libre no alcanza",20,mixto,1,2,bien,no alcanza
texto_0486,jorge,Jorge_Gomez_Estudiante_75.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",En la escuela me siento bien por mis compañeros q me dan ánimo y los profesores me enseñan a ser alguien en la vida y en la casa bien con mi familia hermosa,33,placentero,2,0,"bien, bien",
texto_0487,jorge,Jorge_Gomez_Estudiante_76.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)","Muy bien, me gusta relajarme y pasar tiempo haciendo cosas que me gustan",13,placentero,2,0,"bien, gusta",
texto_0488,jorge,Jorge_Gomez_Estudiante_77.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)","Ps siento que los tiempos están bien, me siento conforme",10,placentero,2,0,"bien, conforme",
texto_0489,jorge,Jorge_Gomez_Estudiante_78.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien con el tiempo que paso en la escuela pero me gustaría tener un poco más de tiempo libre en casa,23,mixto,1,3,bien,"me gustaría, poco"
texto_0491,jorge,Jorge_Gomez_Estudiante_8.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Bien,1,placentero,1,0,bien,
texto_0492,jorge,Jorge_Gomez_Estudiante_80.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",bacano porque libero la mente,5,placentero,1,0,bacano,
texto_0493,jorge,Jorge_Gomez_Estudiante_81.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento un poco cansada por qué paso mucho tiempo en la escuela y me queda poco tiempo libres,19,desagradable,0,3,,"poco, cansada, poco"
texto_0494,jorge,Jorge_Gomez_Estudiante_82.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me sinto bien y comoda con el tiempo que paso en la escuela y en la casa no me queda tiempo libre por tantas tareas que dejan en el colegio,30,mixto,2,2,"bien, comoda",no me queda
texto_0495,jorge,Jorge_Gomez_Estudiante_83.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien porque aprovecho el tiempo en la escuela y también disfruto mi tiempo libre,16,placentero,3,0,"bien, aprovecho, disfruto",
texto_0496,jorge,Jorge_Gomez_Estudiante_84.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Para mí el tiempo que pasó en la escuela es muy divertido ya que aprendes y te diviertes y el tiempo en mi casa es un poco más de lo mismo pero no aprendo tanto desde mi casa,38,mixto,2,1,"divertido, aprendo",poco
texto_0497,jorge,Jorge_Gomez_Estudiante_85.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Bien,1,placentero,1,0,bien,
texto_0498,jorge,Jorge_Gomez_Estudiante_86.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien pero a veces me queda poco tiempo limbre para descansar,13,mixto,1,1,bien,poco
texto_0499,jorge,Jorge_Gomez_Estudiante_87.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien pero a veces me queda poco tiempo libre para descansar,13,mixto,1,1,bien,poco
texto_0500,jorge,Jorge_Gomez_Estudiante_88.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Ps a veces no me agrada pasar mucho tiempo en el cole porque los dias no son buenos pero hay otros momentos en los que si Y en mi casa excelente ya que paso con mi familia y puedo descansar,40,placentero,1,0,buenos,
texto_0502,jorge,Jorge_Gomez_Estudiante_9.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Respecto a mi tiempo que pasó en la escuela me siento bien ya que son horas que en las cuales para mí en mi día a día son necesarios y me ayudan para formarme como persona y en mi tiempo libre también me siento bien,45,placentero,3,0,"bien, necesarios, bien",
texto_0503,jorge,Jorge_Gomez_Estudiante_90.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento muy bien,4,placentero,1,0,bien,
texto_0504,jorge,Jorge_Gomez_Estudiante_91.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siempre me a gustado estar en El colegio y en mi casa me siento comodo para reforzar mi aprendizaje,19,placentero,1,0,comodo,
texto_0505,jorge,Jorge_Gomez_Estudiante_92.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien porque tengo tiempo para aprender en la escuela y también para descansar y compartir en familia en casa,21,placentero,2,0,"bien, aprender",
texto_0506,jorge,Jorge_Gomez_Estudiante_93.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Siento que paso bastante tiempo en la escuela pero me parece importante porque aprendo En casa todavía tengo un poco de tiempo para descansar hacer tareas y disfrutar de lo que me gusta,33,mixto,4,1,"importante, aprendo, disfrutar, gusta",poco
texto_0507,jorge,Jorge_Gomez_Estudiante_94.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",muy bien ya que mis compañeros y familiares siempre logran sacarme una sonrisa,13,placentero,1,0,bien,
texto_0508,jorge,Jorge_Gomez_Estudiante_95.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bien gracias a Dios xq me da más tiempo de estudiar en casa,15,placentero,1,0,bien,
texto_0509,jorge,Jorge_Gomez_Estudiante_96.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Feliz,1,placentero,1,0,feliz,
texto_0510,jorge,Jorge_Gomez_Estudiante_97.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Bien no me quejó de el tiempo que paso en el colegio y en casa solo que no me queda mucho tiempo libre,23,mixto,1,2,bien,no me queda
texto_0511,jorge,Jorge_Gomez_Estudiante_98.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",La verdad es que me siento bastante bien con el tiempo que paso en el colegio sobre todo porque me queda súper cerca de la casa y no pierdo tiempo en el camino Sin embargo a veces siento que el tiempo libre que me queda en la tarde no lo disfruto por completo como un descanso real ya que siempre tengo en la mente la presión de los pendientes las tareas o lo que tengo que estudiar para el día siguiente,81,mixto,2,1,"bien, disfruto",presión
texto_0512,jorge,Jorge_Gomez_Estudiante_99.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",La verdad es que me siento bastante bien con el tiempo que paso en el colegio sobre todo porque me queda súper cerca de la casa y no pierdo tiempo en el camino Sin embargo a veces siento que el tiempo libre que me queda en la tarde no lo disfruto por completo como un descanso real ya que siempre tengo en la mente la presión de los pendientes las tareas o lo que tengo que estudiar para el día siguiente,81,mixto,2,1,"bien, disfruto",presión
texto_0513,juan,jpmh_pregunta1_estudiante001.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,bueno en la escuela me la paso bien y me rio mucho en mi casa. Paso sola mejor porque me gusta pensar y estar sola en mi casa,28,placentero,2,0,"bien, gusta",
texto_0514,juan,jpmh_pregunta1_estudiante002.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,aquí en el colegio me la paso super bien comparto mucho con mis amigos convivo mucho con ellos,18,placentero,1,0,bien,
texto_0515,juan,jpmh_pregunta1_estudiante003.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,me siento mas comoda en el colegio ya que en mi casa hay muchos problemas,15,mixto,1,1,comoda,problemas
texto_0516,juan,jpmh_pregunta1_estudiante004.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"cuando estoy en el colegio me quiero ir a mi casa y cuando estoy en mi casa quiero venir al colegio, aca me siento bien me rio con mis amigas aunque me faltan otras pero igual la paso bien",39,placentero,2,0,"bien, bien",
texto_0517,juan,jpmh_pregunta1_estudiante005.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,no se con fljera y con sueño en mi casa me siento un poquito activo,15,placentero,1,0,activo,
texto_0518,juan,jpmh_pregunta1_estudiante006.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,en el colegio me siento super bien ya que en mi casa no tengo una persona para distraerme,18,mixto,1,2,bien,no tengo
texto_0519,juan,jpmh_pregunta1_estudiante007.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"yo me siento bien ya que comparto tiempo con mis amigos y ayudo en la casa despues de la escuela, tambien paso tiempo con los amigos de la calle y tengo tiempo para realizar tareas",35,placentero,1,0,bien,
texto_0520,juan,jpmh_pregunta1_estudiante008.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,la verdad feliz porque comparto y paso tiempo con mis amigas,11,placentero,1,0,feliz,
texto_0521,juan,jpmh_pregunta1_estudiante009.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,bien me parece equilibrado ya que es un buen equilibrio entre estudio y diversion,14,placentero,5,0,"bien, equilibrado, buen, equilibrio, diversion",
texto_0522,juan,jpmh_pregunta1_estudiante010.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,el tiempo libre que me queda en la casa es mas diversion pero trato de equilibrarme con los estudios,19,placentero,1,0,diversion,
texto_0523,juan,jpmh_pregunta1_estudiante011.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,en la escuela con hambre y en la casa relajado y calmado,12,placentero,2,0,"relajado, calmado",
texto_0524,juan,jpmh_pregunta1_estudiante012.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"regular, un poco excedido en el colegio pero esta bien",10,mixto,1,1,bien,poco
texto_0525,juan,jpmh_pregunta1_estudiante013.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,aveces me siento un poco cansada porque no duermo y cuando llego al colegio siento un poco de sueño y cuando llego a la casa en el tiempo libre duermo pero mayormente bien,33,mixto,1,5,bien,"no duermo, poco, cansada, poco"
texto_0526,juan,jpmh_pregunta1_estudiante014.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"con respecto al tiempo que paso en la escuela me siento bien, feliz ya que estoy con mis amigos pero, aveces si me siento un poco triste. Con respecto al tiempo libre que tengo en casa aveces me siento un poco sola y aburrida",44,mixto,2,4,"bien, feliz","poco, triste, poco, aburrida"
texto_0527,juan,jpmh_pregunta1_estudiante015.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,me parece que es un buen tiempo en el colegio ya que puedo pasar 6 horas con mis compañeros,19,placentero,1,0,buen,
texto_0529,juan,jpmh_pregunta1_estudiante017.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"me sieiento bien, me gusta pasar tiempo con mis amigos y ver mis profesiores queridos, pero tambien queremos mas dias de descans para poder pasar mas tiempo con nuestras familias, porque en las vacaciones yo no pude pasar tiempo con mi papa y por eso quiero mas dias de descanso.",50,placentero,2,0,"bien, gusta",
texto_0530,juan,jpmh_pregunta1_estudiante018.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"bien me parece que tengo mucho tiempo para el estudio y pasarla bien, cuando llego a mi hogar puedo pasarla bien.",21,placentero,3,0,"bien, bien, bien",
texto_0531,juan,jpmh_pregunta1_estudiante019.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"en las dos me siento bien, en el tiempo tiempo de la casa lo utilizo para hacer tareas, dormir, ver peli y hasta salir y en el cole, me explican los temas, la paso bien y estudio.",37,placentero,2,0,"bien, bien",
texto_0532,juan,jpmh_pregunta1_estudiante020.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"me siento bien con ambas, el tiempo en la escuela deberia ser un poco menos y en casa esta bien, lo digo porque te levantas temprano y sales tarde.",29,mixto,2,3,"bien, bien","deberia ser, poco"
texto_0533,juan,jpmh_pregunta1_estudiante021.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"en la escuela me siento como una extraña y paso bien con mis amigos. En la casa me siento feliz, alegre, juego con mis amigos y salgo con mis amigas.",30,mixto,3,1,"bien, feliz, juego",extraña
texto_0534,juan,jpmh_pregunta1_estudiante022.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"en el colegio estresado cansado, con sueño, con hambre, con rabia y en la casa relajado, calmado y descansado.",19,mixto,2,2,"relajado, calmado","estresado, cansado"
texto_0535,juan,jpmh_pregunta1_estudiante023.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,me siento bien ya que paso tiempo con mis compañero de escuela y con los de la infancia y ademas con mi familia.,23,placentero,1,0,bien,
texto_0536,juan,jpmh_pregunta1_estudiante024.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"siento que es normal, pero pues me gustaria pasar mas tiempo en vacaciones.",13,desagradable,0,2,,me gustaria
texto_0537,juan,jpmh_pregunta1_estudiante025.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"normal pero hay dias que en realidad termino muy agotada y estresada por mi rutina porque a veces tengo doble entrenamiento en voleibol se me acumulan las tareas entonces tambien en el colegio o me siento un poco estresada, otros dias vengo amargada y tambien algunos profesores no colaboran, de paso los problemas en casa pero tambien hay dias que te alivias de eso y vas al colegio con mas ganas y quieres divertirte con tus compañeras y asi.",79,desagradable,0,6,,"agotada, estresada, acumulan, poco, estresada, problemas"
texto_0538,juan,jpmh_pregunta1_estudiante026.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,con mi tiempo libre me siento bien y en la escuela tambien porque me reuno con mis compañeros,18,placentero,1,0,bien,
texto_0540,juan,jpmh_pregunta1_estudiante028.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,bien normal ya que es como mitad y mitad porque de igual forma me queda tiempo libre despues del colegio,20,placentero,1,0,bien,
texto_0541,juan,jpmh_pregunta1_estudiante029.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"en el colegio bien ya que me distraigo, me rio y disfruto mas que en casa",16,placentero,2,0,"bien, disfruto",
texto_0542,juan,jpmh_pregunta1_estudiante030.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"que hagan cuatro horas de educacion fisica, dos horas de pelicula y que vengamos solo lunes y martes, ademas deberian mejorar la electricidad y ya.",25,desagradable,0,2,,deberian mejorar
texto_0543,juan,jpmh_pregunta2_estudiante001.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",bueno pues no me gusta pero aja que se puede hacer y aja nos conviene es para no pongan tarea pero los examenes cansan,24,mixto,1,1,gusta,cansan
texto_0544,juan,jpmh_pregunta2_estudiante002.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",en mi caso yo opino que acumulan tareas al momentod e hacerlas nos hara dificil entere mas acumulemos las tareas,20,desagradable,0,2,,"acumulan, dificil"
texto_0545,juan,jpmh_pregunta2_estudiante003.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",me estréso con ese poco de tareas,7,desagradable,0,1,,poco
texto_0546,juan,jpmh_pregunta2_estudiante004.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",yo opino que el mismo dia que las pongan hacerlas porque si acumulamos todas las tareas se nos hara mas dificil hacerlas y al momento de entregarlas nos demoramos mucho haciendola,31,desagradable,0,1,,dificil
texto_0547,juan,jpmh_pregunta2_estudiante005.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",bien para ganar notas,4,placentero,1,0,bien,
texto_0548,juan,jpmh_pregunta2_estudiante006.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",mucha tarea ya que en momentos tenemos muchas tareas acumuladas y de un momento tenemos proyectos exposiciones etc mucho compromiso,20,desagradable,0,1,,acumuladas
texto_0549,juan,jpmh_pregunta2_estudiante007.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",yo diria quee sta bien porque los proyectos serian para afianzar conocimientos y en los personal me siento bien porque la evaluaciones seria man facil al estudiar.,27,placentero,3,0,"bien, bien, facil",
texto_0550,juan,jpmh_pregunta2_estudiante008.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",ps normal lo unico que no me gusta son las tareas de quimica de aule,15,placentero,1,0,gusta,
texto_0551,juan,jpmh_pregunta2_estudiante009.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",normal ya que las tareas bien pero a veces siento que dejan muchos trabajos en distintas areas para la misma semana y algunos evaluaciiones tienen temas no terminados por completo.,30,placentero,1,0,bien,
texto_0554,juan,jpmh_pregunta2_estudiante012.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",son demasiadas actividades pero estan reguladas a su manera y dependen bastante del profesor,14,desagradable,0,1,,demasiadas
texto_0555,juan,jpmh_pregunta2_estudiante013.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","estamos en un curso que las actividades son mas extensas que cuando estabamos en 3 o 4 hasta 5, es un grado dificil y a medida de que vayamos subiendo de grado mas actividades hay.",35,desagradable,0,1,,dificil
texto_0556,juan,jpmh_pregunta2_estudiante014.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",mi opinion pues es que me parece bien ya que asi podemos aprender mas y a ser mas responsables,19,placentero,2,0,"bien, aprender",
texto_0557,juan,jpmh_pregunta2_estudiante015.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",realmente es muy agotador debido a que en semana de evaluaciones pueden haber muchas actividades y proyectos al mismo tiempo.,20,desagradable,0,1,,agotador
texto_0559,juan,jpmh_pregunta2_estudiante017.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","bueno la verdad, todo en la vida no es facil, sabemos que los profesores aumentan las tareas, proyectos y evaluaciones para poder progresar en la vida y tengamos un futuro estable y a mi me parece bien que nos pongan tarea para que podamos tener conocimientos suficiente para nuestra vida.",50,placentero,2,0,"facil, bien",
texto_0560,juan,jpmh_pregunta2_estudiante018.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","yo digo que bien la verdad, no siento que sean muchas tareas y aveces es necesario que nos pongan una que otra",22,placentero,2,0,"bien, necesario",
texto_0561,juan,jpmh_pregunta2_estudiante019.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","mi opinion es que estan bien, no ponen muchas pero tampoco naday pues esta bien que nos pongan varias actividaes ya que nos ayuda a practicar lo dado en las clases.",31,placentero,2,0,"bien, bien",
texto_0562,juan,jpmh_pregunta2_estudiante020.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",a veces es demasiado pero depende la materia y la semana aparte que nada te asegura que las tareas se revisaran. Podemos estudiar pero no siempre queda claro el tema,30,desagradable,0,1,,demasiado
texto_0564,juan,jpmh_pregunta2_estudiante022.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",que la tarea deberai ser ilegal y solo deberian hacer un solo examen por periodo en cada materia y que solo deberian hacer un prueba estandarizada.,26,desagradable,0,4,,"deberian hacer, deberian hacer"
texto_0565,juan,jpmh_pregunta2_estudiante023.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","para mi esta bien que pongan tareas, proyectos y evaluaciones academicas ya que uno viene al colegio aprender y compartir con nuestros compañeros pero a veces los profesores abusan muchos con las actividades academcias y con no esta bien ya que nosotros tambien tenemos cosas que hacer en casa.",49,mixto,3,1,"bien, aprender, bien",abusan
texto_0566,juan,jpmh_pregunta2_estudiante024.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","a veces siento que son demasiadas, pero toca hacerlas y ya, o sino pierdo la materia.",16,desagradable,0,1,,demasiadas
texto_0567,juan,jpmh_pregunta2_estudiante025.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",simplemente hay profesores que se pasan y tampoco me gusta la metodologia para tareas y en examenes y eso pues hay unos profesores que ponen temas que no hemos dado.,30,placentero,1,0,gusta,
texto_0568,juan,jpmh_pregunta2_estudiante026.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",son muchas tareas y no puedo aprovechar bien mi dia libre,11,mixto,1,2,bien,no puedo
texto_0571,juan,jpmh_pregunta2_estudiante029.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",bien,1,placentero,1,0,bien,
texto_0574,karen,karen_pregunta1_respuesta002.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"me siento bien en el colegio, comparto con mi grupo, pero llego re cansado a mi casa",17,mixto,1,1,bien,cansado
